Likelihood that Jet is Background,Likelihood that Jet is Signal,background/signal,pT GeV,mass GeV,width,ptD,#of constituents
4.55E-16,1,0,31.33,3.831,0.088,0.294,15
6.61E-13,1,0,26.743,1.3,0.045,0.345,11
4.05E-12,1,1,22.883,0.285,0.011,0.292,13
1.27E-24,1,1,54.651,3.982,0.061,0.245,20
8.72E-24,1,1,55.753,2.883,0.039,0.271,17
1.09E-15,1,1,31.123,1.084,0.024,0.269,16
0,1,1,107.828,5.639,0.043,0.298,22
1.48E-11,1,1,26.127,0.228,0.007,0.369,8
4.13E-14,1,1,27.111,2.127,0.056,0.288,14
1.40E-17,1,1,38.517,2.32,0.057,0.307,14
1.11E-32,1,1,80.901,4.849,0.058,0.238,20
2.94E-31,1,1,68.507,9.644,0.093,0.231,24
1.07E-11,1,1,22.597,1.486,0.053,0.315,11
1.14E-13,1,1,25.554,2.24,0.082,0.273,14
2.77E-27,1,1,69.001,3.486,0.048,0.298,15
2.09E-15,1,1,28.584,1.828,0.06,0.255,17
1.11E-19,1,1,40.784,3.281,0.037,0.24,18
8.12E-35,1,1,90.998,4.93,0.05,0.298,17
2.53E-11,1,1,21.3,1.554,0.073,0.305,11
1.01E-31,1,1,72.859,5.826,0.075,0.22,24
2.46E-10,1,1,22.488,0.913,0.023,0.447,7
1.74E-23,1,1,56.841,2.751,0.044,0.33,15
1.47E-21,1,1,47.041,3.238,0.061,0.25,18
5.17E-14,1,1,28.156,1.668,0.058,0.285,13
1.04E-22,1,1,58.81,2.127,0.023,0.371,11
4.50E-19,1,1,43.442,2.39,0.05,0.313,14
3.18E-12,1,1,21.331,0.121,0.004,0.258,15
3.92E-12,1,0,21.927,1.609,0.067,0.283,13
5.76E-12,1,1,22.548,1.37,0.057,0.314,12
1.40E-20,1,1,50.607,2.246,0.03,0.356,12
3.23E-17,1,1,34.438,2.05,0.05,0.281,17
7.17E-13,1,1,26.752,1.16,0.042,0.325,11
1.26E-13,1,1,27.918,1.629,0.056,0.298,12
3.40E-36,1,1,87.521,4.759,0.038,0.248,25
2.28E-16,1,0,32.512,2.247,0.061,0.264,16
3.30E-35,1,1,93.263,5.019,0.048,0.305,16
8.16E-15,1,1,28.098,2.571,0.085,0.271,15
1.66E-18,1,1,36.475,2.369,0.041,0.253,19
4.14E-31,1,1,74.367,5.161,0.06,0.265,21
9.14E-12,1,1,25.227,0.985,0.032,0.362,9
9.75E-16,1,1,33.859,0.384,0.007,0.278,14
1.10E-14,1,1,35.419,0.373,0.009,0.369,9
0,1,1,139.116,12.283,0.08,0.197,35
7.69E-22,1,1,50.372,2.77,0.05,0.272,16
9.42E-29,1,1,71.799,3.481,0.035,0.341,17
1.05E-16,1,1,33.84,3.274,0.089,0.308,15
5.68E-25,1,1,60.266,3.499,0.053,0.283,16
1.85E-20,1,1,36.005,3.451,0.091,0.212,25
3.81E-17,1,1,38.063,2.392,0.061,0.291,13
8.11E-16,1,1,34.914,2.03,0.05,0.315,12
2.41E-38,1,1,87.857,8.443,0.08,0.229,29
1.17E-13,1,1,27.996,0.313,0.006,0.292,13
3.78E-12,1,0,24.076,1.538,0.06,0.307,11
8.71E-12,1,1,20.854,0.155,0.007,0.278,14
1.07E-15,1,1,34.831,1.587,0.032,0.328,12
2.95E-16,1,1,31.686,2.848,0.085,0.257,16
1.09E-17,1,1,42.674,0.015,0,0.306,12
5.03E-12,1,1,22.617,0.226,0.006,0.29,13
0,1,1,121.5,10.524,0.075,0.223,34
2.35E-12,1,1,25.968,1.277,0.047,0.335,10
2.73E-22,1,1,50.66,3.011,0.054,0.274,17
1.04E-26,1,1,63.685,3.933,0.054,0.272,18
3.00E-11,1,1,22.569,0.903,0.034,0.329,10
1.75E-13,1,0,25.398,1.581,0.052,0.31,14
4.30E-19,1,1,45.727,2.174,0.045,0.32,12
8.05E-16,1,1,31.821,2.105,0.056,0.266,15
2.19E-38,1,1,100.356,5.64,0.053,0.259,19
1.36E-17,1,1,43.069,1.763,0.029,0.355,10
5.02E-26,1,1,67.728,2.29,0.028,0.329,13
2.19E-14,1,1,34.602,0.125,0.003,0.372,9
1.52E-14,1,1,29.885,1.73,0.057,0.28,13
2.77E-12,1,1,27.305,0.533,0.014,0.355,9
0,1,1,98.951,10.136,0.091,0.19,37
2.25E-25,1,1,61.808,3.24,0.048,0.275,16
6.38E-12,1,1,25.885,0.826,0.027,0.347,9
1.21E-17,1,1,34.828,3.456,0.093,0.262,17
1.17E-26,1,1,57.035,4.366,0.073,0.23,24
2.01E-26,1,1,56.687,5.172,0.09,0.228,23
1.58E-11,1,1,22.715,1.942,0.067,0.326,10
0,1,1,189.767,13.762,0.064,0.231,31
1.46E-35,1,1,79.844,8.152,0.099,0.2,28
4.88E-13,1,1,25.934,1.652,0.058,0.298,12
3.12E-19,1,1,38.408,0.287,0.007,0.228,21
1.44E-23,1,1,51.706,3.144,0.054,0.284,20
2.32E-14,1,1,33.678,1.28,0.024,0.355,9
7.46E-17,1,1,34.209,2.148,0.057,0.259,16
1.91E-31,1,1,80.307,4.188,0.045,0.294,17
3.15E-18,1,1,36.208,2.863,0.071,0.245,18
4.36E-11,1,1,21.749,1.264,0.054,0.326,10
6.02E-11,1,1,23.018,0.31,0.011,0.353,9
7.57E-13,1,1,23.858,0.866,0.018,0.282,14
5.46E-18,1,0,39.026,2.134,0.052,0.272,15
1.92E-13,1,1,27.423,1.453,0.047,0.312,12
5.00E-36,1,1,80.555,9.294,0.103,0.205,28
1.96E-22,1,1,55.506,2.628,0.039,0.323,13
5.59E-23,1,1,51.144,2.662,0.044,0.28,19
6.23E-22,1,1,55.921,2.557,0.044,0.343,11
7.21E-29,1,1,68.95,2.407,0.022,0.251,21
3.50E-11,1,1,21.121,1.173,0.048,0.315,11
3.05E-22,1,1,50.701,2.745,0.047,0.269,17
1.39E-11,1,1,25.484,1.181,0.044,0.378,8
1.28E-10,1,1,20.083,1.406,0.066,0.321,10
6.64E-22,1,1,43.442,4.099,0.089,0.222,22
2.82E-23,1,1,48.51,3.403,0.06,0.254,22
8.88E-19,1,1,49.289,1.345,0.018,0.448,8
1.72E-26,1,1,61.975,3.88,0.054,0.267,19
7.85E-20,1,1,40.93,2.334,0.048,0.242,19
6.23E-18,1,1,39.823,2.137,0.048,0.313,14
3.06E-10,1,1,20.045,1.126,0.046,0.346,9
6.44E-25,1,1,56.05,4.8,0.079,0.253,19
2.55E-20,1,1,47.69,2.287,0.042,0.306,14
8.16E-21,1,1,43.653,4.431,0.073,0.276,18
1.85E-11,1,1,20.799,1.456,0.068,0.301,12
1.41E-25,1,1,53.682,4.003,0.066,0.244,24
5.46E-20,1,1,39.954,2.967,0.061,0.238,20
3.08E-28,1,1,58.539,5.298,0.086,0.207,27
1.34E-23,1,1,49.932,4.367,0.082,0.226,21
2.62E-14,1,1,25.9,1.886,0.067,0.265,16
4.52E-15,1,1,31.532,1.845,0.054,0.309,13
6.66E-18,1,1,36.277,2.687,0.068,0.254,17
2.13E-29,1,1,73.803,3.794,0.047,0.263,17
5.33E-19,1,1,44.431,2.074,0.04,0.345,13
7.72E-23,1,1,48.937,3.649,0.066,0.253,20
1.86E-19,1,1,36.614,3.687,0.09,0.225,21
6.85E-14,1,1,27.96,2.728,0.095,0.3,12
0,1,1,103.801,5.197,0.03,0.279,18
7.64E-31,1,1,71.033,5.722,0.079,0.226,23
1.48E-20,1,1,39.366,3.537,0.071,0.227,22
1.36E-15,1,1,29.156,1.906,0.062,0.251,17
6.42E-11,1,1,21.265,1.156,0.049,0.333,10
1.15E-15,1,1,35.524,0.568,0.01,0.302,12
5.19E-13,1,1,25.174,1.159,0.027,0.32,13
9.78E-27,1,1,66.009,3.656,0.051,0.305,16
4.32E-12,1,0,23.747,0.374,0.009,0.302,12
3.24E-22,1,1,46.889,6.327,0.096,0.306,18
4.37E-28,1,1,50.367,5.909,0.116,0.177,34
2.68E-11,1,1,20.16,0.265,0.008,0.292,13
7.05E-19,1,1,38.519,2.663,0.065,0.252,18
3.98E-19,1,1,38.462,2.461,0.058,0.257,19
1.42E-12,1,1,23.134,0.621,0.02,0.276,14
6.08E-29,1,1,67.457,4.781,0.068,0.227,21
5.36E-14,1,1,28.15,1.614,0.043,0.291,13
2.20E-09,1,1,20.806,0.282,0.01,0.458,6
7.95E-11,1,1,21.284,0.737,0.029,0.327,10
6.75E-32,1,1,79.307,4.818,0.05,0.274,19
2.28E-30,1,1,70.966,5.027,0.066,0.256,22
1.05E-19,1,1,46.688,2.237,0.046,0.325,13
3.11E-12,1,1,22.291,1.542,0.062,0.302,13
1.91E-13,1,1,28.409,1.524,0.052,0.314,11
1.69E-10,1,0,21.498,0.349,0.015,0.349,9
2.04E-29,1,1,62.834,6.214,0.097,0.2,26
1.25E-34,1,1,87.267,4.913,0.044,0.319,20
2.14E-12,1,1,20.615,0.464,0.017,0.252,16
5.43E-34,1,1,64.43,10.754,0.152,0.177,36
1.59E-17,1,1,32.945,2.707,0.074,0.24,19
1.70E-37,1,1,76.964,12.415,0.141,0.189,34
2.50E-14,1,1,32.599,1.202,0.03,0.346,10
9.28E-11,1,1,24.147,0.64,0.021,0.406,7
5.62E-14,1,0,26.153,0.117,0.004,0.25,16
2.63E-13,1,1,23.795,1.608,0.066,0.266,15
5.97E-28,1,1,68.257,3.317,0.031,0.305,18
5.25E-17,1,1,37.925,1.942,0.045,0.305,13
3.68E-17,1,1,35.901,2.622,0.054,0.278,15
1.94E-14,1,1,29.136,2.245,0.066,0.292,13
1.05E-19,1,1,43.036,3.072,0.06,0.268,16
0,1,1,160.541,11.125,0.056,0.264,31
1.82E-26,1,1,63.062,3.648,0.047,0.301,18
3.29E-21,1,1,52.653,2.335,0.042,0.332,12
1.49E-12,1,1,23.849,2.266,0.087,0.296,12
6.52E-33,1,1,71.94,8.265,0.091,0.223,27
1.86E-11,1,1,23.079,1.11,0.037,0.351,10
3.13E-14,1,1,31.052,0.135,0.004,0.306,12
1.23E-12,1,1,25.657,0.254,0.006,0.303,12
5.37E-18,1,1,35.831,3.704,0.077,0.262,17
8.64E-25,1,1,53.441,3.626,0.049,0.223,22
4.19E-16,1,1,27.813,4.608,0.133,0.237,18
1.11E-20,1,1,44.823,2.277,0.037,0.267,18
1.56E-21,1,1,37.737,4.571,0.106,0.206,26
0,1,1,126.978,12.136,0.091,0.203,32
2.27E-34,1,1,90.302,5.228,0.054,0.315,16
5.66E-12,1,1,24.114,0.717,0.023,0.312,11
3.72E-17,1,1,37.347,0.674,0.01,0.272,15
4.10E-18,1,1,44.052,1.323,0.018,0.396,11
3.23E-16,1,1,30.454,1.569,0.047,0.257,18
5.23E-17,1,1,36.226,4.188,0.101,0.322,13
7.57E-15,1,1,29.026,0.156,0.004,0.251,16
2.29E-19,1,1,39.093,2.717,0.058,0.241,19
3.99E-15,1,1,29.901,1.501,0.045,0.313,15
5.46E-21,1,1,48.571,2.629,0.042,0.365,15
6.46E-32,1,1,79.351,4.85,0.057,0.266,19
1.65E-20,1,1,40.977,2.517,0.048,0.255,21
1.09E-17,1,1,37.17,1.921,0.031,0.272,16
1.31E-27,1,1,64.767,3.815,0.034,0.232,20
8.83E-19,1,1,42.473,2.407,0.048,0.297,14
2.72E-14,1,1,27.961,1.789,0.052,0.294,14
1.43E-10,1,1,21.221,1.024,0.046,0.346,9
0,1,1,97.798,18.106,0.172,0.175,38
9.13E-23,1,1,49.606,3.825,0.067,0.246,19
9.57E-30,1,1,68.047,7.557,0.088,0.268,21
2.32E-21,1,1,50.894,2.641,0.039,0.313,14
8.67E-13,1,1,25.11,1.627,0.058,0.308,12
4.72E-27,1,1,60.167,4.7,0.073,0.236,22
4.41E-11,1,0,21.985,0.937,0.027,0.335,10
1.55E-26,1,1,60.414,4.834,0.061,0.248,20
2.47E-23,1,1,47.642,6.253,0.105,0.238,21
1.91E-20,1,1,45.213,2.087,0.038,0.256,17
2.13E-11,1,1,24.233,0.664,0.017,0.376,9
3.23E-20,1,1,44.894,2.864,0.061,0.26,16
1.57E-35,1,1,82.512,5.721,0.057,0.254,27
3.53E-15,1,1,38.603,0.959,0.014,0.451,7
1.59E-29,1,1,70.419,4.754,0.052,0.263,20
0,1,1,107.014,12.929,0.082,0.226,34
0,1,1,112.368,7.537,0.051,0.25,27
5.29E-10,1,1,21.817,0.375,0.013,0.414,7
6.52E-21,1,1,43.969,3.088,0.067,0.24,19
4.52E-19,1,1,43.213,2.706,0.058,0.3,14
1.38E-22,1,1,45.108,3.528,0.077,0.225,23
5.50E-30,1,1,69.927,4.722,0.06,0.248,22
8.52E-11,1,1,22.396,0.455,0.018,0.359,9
0,1,1,104.914,5.402,0.031,0.333,20
1.14E-16,1,1,36.091,1.535,0.037,0.285,14
2.79E-12,1,1,20.4,1.567,0.074,0.262,15
2.83E-14,1,1,29.312,1.273,0.041,0.302,13
1.17E-28,1,1,57.105,6.353,0.097,0.205,29
7.69E-27,1,1,56.728,4.242,0.067,0.211,25
2.92E-15,1,1,27.791,2.221,0.075,0.266,17
0,1,1,99.717,8.997,0.071,0.277,24
1.21E-11,1,1,21.468,0.063,0.002,0.292,13
1.69E-10,1,0,20.168,0.761,0.036,0.326,10
7.33E-21,1,1,48.158,2.718,0.054,0.287,15
2.87E-18,1,1,42.839,1.022,0.012,0.297,13
5.38E-26,1,1,57.15,4.01,0.064,0.239,22
