Likelihood that Jet is Background,Likelihood that Jet is Signal,background/signal,pT GeV,mass GeV,width,ptD,#of constituents
1.61E-29,1,1,253.928,16.464,0.033,0.579,13
0.995135,0.00486541,0,32.34,7.759,0.215,0.273,15
0,1,1,690.124,23.361,0.019,0.671,13
0.0101014,0.989899,0,54.096,5.459,0.065,0.337,15
0.987075,0.0129246,0,23.502,4.1,0.134,0.302,12
3.04E-07,1,1,158.396,27.99,0.15,0.208,42
0.986935,0.0130655,0,20.767,3.42,0.156,0.331,10
0.95219,0.0478097,0,23.653,2.652,0.094,0.308,12
0.994099,0.00590123,0,23.408,4.535,0.163,0.291,13
0.99839,0.0016099,0,20.784,4.572,0.182,0.274,14
0.994759,0.00524146,0,20.663,4.383,0.19,0.325,10
0.000166646,0.999833,1,74.633,7.579,0.073,0.283,20
0.991137,0.00886344,1,72.358,16.318,0.206,0.181,37
0.998527,0.00147263,0,23.163,5.51,0.218,0.282,14
0.993621,0.00637903,0,22.626,4.615,0.191,0.32,11
0.994762,0.00523807,0,21.711,4.763,0.201,0.331,10
0.961304,0.0386958,0,23.806,4.029,0.142,0.384,8
0.991019,0.0089811,0,34.643,6.711,0.175,0.243,19
0.992965,0.00703545,0,35.634,7.77,0.196,0.243,18
0.978571,0.0214286,0,22.725,3.481,0.129,0.314,11
0.940275,0.0597254,0,30.568,4.558,0.131,0.279,14
0.993071,0.00692906,0,24.517,4.728,0.176,0.296,13
0.995979,0.00402091,0,23.967,5.499,0.179,0.313,12
0.990908,0.00909167,0,25.377,4.828,0.167,0.294,13
0.997771,0.00222876,0,21.488,5.039,0.211,0.295,12
0.997906,0.00209356,0,20.428,4.677,0.204,0.296,12
2.04E-10,1,0,99.688,3.675,0.024,0.488,13
0.676735,0.323265,0,59.959,8.565,0.122,0.196,31
0.913418,0.0865815,0,34.265,4.711,0.099,0.265,17
0.998457,0.00154287,0,20.741,5.026,0.222,0.312,12
1.12E-13,1,1,133.155,10.158,0.034,0.617,9
0.993413,0.00658698,0,21.032,4.533,0.2,0.342,9
0.990939,0.00906073,0,21.41,3.569,0.147,0.296,12
0,1,0,410.368,19.199,0.023,0.574,22
2.86E-16,1,1,152.528,8.356,0.039,0.432,18
0.977536,0.0224638,0,29.228,4.499,0.126,0.268,16
0.996198,0.00380241,0,24.814,4.906,0.178,0.271,15
0.811242,0.188758,0,35.955,4.909,0.124,0.287,15
0.996848,0.00315201,0,21.599,4.452,0.178,0.288,13
0,1,1,673.793,26.545,0.02,0.541,16
0.909288,0.0907124,0,29.524,5.021,0.135,0.565,7
5.21E-24,1,1,204.369,10.137,0.018,0.725,12
0.985281,0.0147186,0,26.674,4.57,0.147,0.277,14
0,1,1,415.631,17.613,0.015,0.776,14
0.974376,0.0256244,0,23.184,3.172,0.118,0.299,12
0.988003,0.0119968,0,20.85,3.825,0.157,0.363,9
0.860134,0.139866,0,27.579,2.978,0.094,0.296,12
0.946506,0.0534944,0,20.283,2.176,0.101,0.398,8
2.85E-17,1,1,156.399,8.168,0.04,0.394,16
4.30E-09,1,1,115.275,10.35,0.066,0.28,25
0.936313,0.0636873,0,29.698,5.376,0.139,0.347,10
0.998158,0.00184186,0,20.064,4.951,0.218,0.309,11
0.994483,0.00551722,0,27.198,5.995,0.203,0.312,13
0.955989,0.0440109,0,30.563,5.447,0.154,0.325,12
2.36E-11,1,1,120.892,9.801,0.057,0.331,16
0.991094,0.0089056,0,25.887,5.358,0.187,0.3,12
0.0072797,0.99272,1,59.462,7.164,0.087,0.285,16
0.987751,0.012249,0,23.628,4.167,0.145,0.301,12
0,1,1,407.679,13.68,0.019,0.611,11
0.956466,0.043534,0,20.245,2.582,0.095,0.461,7
0.994142,0.00585767,0,26.884,4.948,0.178,0.254,16
0.92855,0.0714499,0,34.066,5.753,0.137,0.3,14
3.01E-38,1,1,326.454,21.181,0.03,0.535,19
8.50E-24,1,1,281.072,32.025,0.084,0.289,48
0.998934,0.00106573,0,20.168,4.972,0.219,0.285,13
0.924125,0.0758753,0,33.551,5.135,0.117,0.3,15
0.997481,0.00251893,0,24.031,5.299,0.205,0.28,14
0.993629,0.00637144,0,21.556,3.708,0.153,0.281,13
0.938962,0.0610381,0,28.79,4.05,0.113,0.32,13
0,1,0,425.946,34.026,0.058,0.308,37
0.536469,0.463531,1,54.161,7.597,0.109,0.234,25
0.998341,0.00165849,0,21.344,4.965,0.214,0.285,13
0.94023,0.0597696,1,26.727,4.222,0.14,0.411,9
0.965043,0.0349574,0,24.072,4.538,0.141,0.419,7
0.985033,0.0149667,0,20.27,3.521,0.145,0.413,8
0.980572,0.0194278,0,34.448,6.518,0.156,0.254,17
0.918242,0.0817577,0,28.09,3.511,0.089,0.312,13
0.989888,0.0101118,0,26.465,5.08,0.181,0.298,13
6.01E-14,1,1,158.413,13.896,0.05,0.371,28
6.59E-18,1,1,163.224,11.11,0.032,0.563,10
0.928803,0.0711974,0,24.671,3.195,0.087,0.36,10
1.09E-10,1,1,118.262,12.611,0.053,0.519,9
2.77E-18,1,1,153.586,6.147,0.017,0.651,8
6.90E-08,1,1,112.235,13.897,0.087,0.319,21
0.988397,0.0116028,0,20.974,3.489,0.158,0.365,10
7.73E-15,1,1,133.586,6.245,0.026,0.68,10
0.995909,0.00409086,0,24.046,5.367,0.198,0.32,12
0.98897,0.01103,0,21.674,4.004,0.167,0.327,10
0.00684139,0.993159,1,70.051,9.462,0.098,0.248,22
0.885103,0.114897,0,24.868,3.098,0.095,0.422,8
0.999294,0.000705808,0,23.495,5.485,0.224,0.246,17
0.998595,0.00140493,0,24.208,6.589,0.252,0.301,12
0.967103,0.0328967,0,24.116,3.892,0.133,0.324,10
0.998569,0.00143049,0,21.439,5.492,0.227,0.295,12
0.955276,0.0447239,1,27.875,4.327,0.116,0.347,12
0.995552,0.00444838,0,20.542,4.422,0.195,0.343,10
0.885293,0.114707,0,31.39,4.458,0.118,0.29,13
0.983695,0.0163051,0,20.13,3.02,0.116,0.343,10
0.980845,0.0191545,0,30.745,6.706,0.203,0.336,11
0.994259,0.00574074,0,23.772,4.38,0.167,0.273,14
0,1,1,607.662,13.113,0.01,0.732,10
0.995069,0.00493089,0,29.85,6.391,0.193,0.26,16
0.992851,0.00714848,0,25.485,5.772,0.187,0.322,11
0.940993,0.0590075,0,26.942,3.501,0.104,0.282,13
0.935629,0.0643712,0,21.276,2.44,0.102,0.383,8
0.968451,0.0315494,0,20.564,3.045,0.117,0.457,7
0.557747,0.442253,0,56.778,10.654,0.159,0.242,20
0.048598,0.951402,0,45.045,4.681,0.078,0.41,11
8.63E-19,1,1,178.042,12.912,0.034,0.684,14
0.99,0.0099998,0,25.367,4.792,0.148,0.298,13
0.535067,0.464933,1,40.433,6.851,0.134,0.375,10
0.973101,0.0268985,0,27.24,4.677,0.156,0.307,12
0,1,0,462.999,22.388,0.013,0.822,17
1.34E-12,1,1,139.403,14.324,0.051,0.627,13
0.994653,0.00534683,0,21.836,4.433,0.195,0.326,11
0.983649,0.0163508,0,21.722,3.656,0.137,0.334,10
5.30E-30,1,1,245.202,11.031,0.017,0.785,11
0.0249214,0.975079,1,50.73,5.861,0.081,0.337,13
0.997332,0.0026678,0,21.785,5.177,0.225,0.316,11
0.991556,0.00844361,0,21.577,3.946,0.171,0.31,11
1.01E-35,1,1,279.249,10.384,0.019,0.608,11
