Likelihood that Jet is Background,Likelihood that Jet is Signal,background/signal,pT GeV,mass GeV,width,ptD,#of constituents
3.42E-06,0.999997,1,80.051,6.21,0.074,0.504,6
0.998465,0.00153461,0,20.939,3.583,0.163,0.415,6
0.972506,0.0274939,1,31.876,3.102,0.093,0.425,7
1.57E-06,0.999998,1,112.54,12.9,0.093,0.428,13
0.36303,0.63697,1,52.484,4.46,0.072,0.459,9
9.71E-11,1,1,151.254,16.097,0.078,0.432,15
0.00506779,0.994932,1,50.039,2.854,0.041,0.728,4
2.07E-32,1,1,351.128,41.129,0.103,0.345,23
3.08E-15,1,1,180.777,22.087,0.101,0.382,13
2.10E-06,0.999998,1,126.029,17.728,0.13,0.311,16
0.980453,0.0195471,1,34.974,4.163,0.106,0.375,8
0.945342,0.0546579,1,23.069,1.608,0.057,0.553,4
2.05E-26,1,1,245.113,14.965,0.044,0.625,11
0.982895,0.0171047,1,38.209,4.335,0.096,0.388,9
1.91E-12,1,1,136.871,10.618,0.052,0.466,9
0.962564,0.0374355,1,27.546,3.624,0.097,0.53,5
0.964722,0.0352779,1,33.57,3.913,0.101,0.429,7
0.00268859,0.997311,1,67.334,7.189,0.076,0.426,8
6.12E-13,1,1,149.821,12.548,0.073,0.518,11
0.702952,0.297048,0,28.914,2.945,0.059,0.755,3
6.90E-11,1,1,152.953,17.678,0.111,0.309,15
3.77E-05,0.999962,1,126.661,20.026,0.14,0.305,18
0.952559,0.0474415,1,45.127,7.278,0.152,0.414,9
2.08E-05,0.999979,1,75.21,6.442,0.079,0.527,6
7.17E-28,1,1,264.934,18.931,0.052,0.522,13
6.86E-06,0.999993,1,87.702,5.543,0.045,0.539,9
0.986264,0.0137356,1,33.323,3.24,0.079,0.437,8
1.80E-06,0.999998,1,88.789,6.568,0.065,0.473,8
0.482964,0.517036,1,53.889,7.793,0.112,0.374,9
0.954526,0.0454734,1,23.868,2.267,0.079,0.6,4
0.605091,0.394909,0,32.83,1.723,0.041,0.472,5
0.00373353,0.996267,1,64.667,5.457,0.082,0.421,8
0.998202,0.001798,0,24.04,3.444,0.124,0.391,7
0.67585,0.32415,0,41.098,4.091,0.085,0.418,7
0.547937,0.452063,0,47.526,5.42,0.082,0.427,8
0.997277,0.00272293,0,40.467,5.693,0.12,0.314,11
3.95E-19,1,1,203.328,20.706,0.08,0.479,12
0.986012,0.0139882,0,37.628,7.214,0.168,0.371,8
0.986817,0.0131829,1,32.576,3.038,0.089,0.384,8
0.000189568,0.99981,1,70.402,5.738,0.069,0.44,7
0.96885,0.03115,1,28.002,2.028,0.057,0.49,6
0.987969,0.0120309,1,60.721,11.119,0.16,0.281,14
0.129795,0.870205,1,52.66,4.758,0.081,0.385,8
