Likelihood that Jet is Background,Likelihood that Jet is Signal,background/signal,pT GeV,mass GeV,width,ptD,#of constituents
0.0960895,0.90391,0,40.423,6.805,0.151,0.333,16
0.99658,0.00342034,0,37.186,9.948,0.243,0.283,22
0.325166,0.674834,0,35.836,6.207,0.137,0.437,15
0.0576944,0.942306,0,35.541,5.488,0.12,0.594,9
0.997165,0.00283457,0,31.949,7.931,0.218,0.293,23
0.962052,0.037948,0,28.579,5.882,0.187,0.389,16
0.912148,0.0878523,0,24.92,4.966,0.182,0.416,9
0.926072,0.0739282,0,24.251,4.352,0.158,0.345,13
0.912885,0.0871149,0,23.346,3.895,0.148,0.355,13
0.974293,0.0257073,0,22.831,4.703,0.192,0.408,11
0.935563,0.0644365,0,21.201,3.739,0.158,0.365,10
0,1,1,459.32,23.164,0.02,0.847,16
0.721241,0.278759,0,43.068,9.014,0.189,0.321,22
0.228459,0.771541,0,42.159,7.28,0.136,0.342,22
0.913328,0.0866722,0,33.89,7.27,0.187,0.319,17
0.956486,0.0435141,0,28.926,6.292,0.2,0.315,14
0.924903,0.0750971,0,28.416,5.866,0.187,0.477,12
0.98113,0.01887,0,27.987,5.927,0.19,0.301,18
0.998222,0.00177784,0,27.859,7.207,0.24,0.309,19
0.982262,0.0177382,0,27.836,5.93,0.203,0.373,17
0.940094,0.0599057,0,24.029,4.445,0.153,0.354,13
0.992189,0.00781069,0,23.35,4.925,0.197,0.398,16
0.74212,0.25788,0,39.771,8.604,0.204,0.294,17
0.996351,0.00364932,0,31.238,8.313,0.249,0.32,17
0.849499,0.150501,0,30.381,6.096,0.187,0.321,13
0.976369,0.0236307,0,30.263,6.489,0.187,0.316,19
0.919295,0.0807049,0,29.987,6.178,0.176,0.313,15
0.857568,0.142432,0,29.182,4.982,0.143,0.347,18
0.976834,0.0231657,0,28.329,5.866,0.188,0.342,18
0.943224,0.056776,0,27.634,5.95,0.193,0.316,12
0.989647,0.0103525,0,26.687,5.968,0.205,0.293,17
0.956389,0.0436105,0,26.61,4.737,0.147,0.333,19
0.992464,0.00753628,0,26.512,6.232,0.217,0.307,16
0.99581,0.00418966,0,25.18,5.614,0.214,0.319,19
0.964418,0.0355818,0,23.499,4.6,0.162,0.349,13
0.92095,0.0790496,0,20.872,3.232,0.125,0.389,12
0.967791,0.0322086,0,20.02,3.801,0.181,0.415,9
0,1,0,499.871,14.502,0.011,0.879,18
0.98742,0.0125797,0,28.332,6.039,0.202,0.377,19
0.982652,0.0173484,0,23.046,5.31,0.216,0.412,9
0,1,1,601.929,27.357,0.016,0.886,14
0.849119,0.150881,0,64.965,16.308,0.236,0.237,33
0.0722512,0.927749,0,52.324,10.484,0.183,0.328,20
0.733673,0.266327,0,41.755,9.657,0.208,0.324,15
0.0282675,0.971732,0,40.005,6.137,0.133,0.315,14
0.970679,0.029321,0,35.551,8.276,0.214,0.338,19
0.978608,0.0213922,0,33.529,7.754,0.216,0.293,19
0.869555,0.130445,0,32.009,5.972,0.149,0.357,19
0.884658,0.115342,0,24.572,4.262,0.158,0.367,12
0.998365,0.00163537,0,23.94,5.659,0.216,0.3,20
0.992866,0.00713389,0,22.893,4.671,0.177,0.313,18
0.990471,0.00952891,0,22.505,5.159,0.201,0.364,12
0.964944,0.0350558,0,22.468,4.344,0.161,0.376,12
0.994062,0.00593794,0,21.841,4.507,0.184,0.328,17
0.997498,0.00250196,0,20.502,5.463,0.252,0.351,10
6.00E-22,1,0,156.39,17.89,0.063,0.782,19
0.945345,0.0546545,0,51.165,11.747,0.206,0.255,33
0.976231,0.0237693,0,38.529,9.355,0.217,0.267,21
0.924284,0.075716,0,33.621,6.578,0.181,0.339,21
0.996289,0.00371141,0,24.885,5.649,0.207,0.298,19
0.988959,0.0110409,0,23.84,5,0.193,0.305,16
0.979656,0.0203439,0,23.451,4.302,0.169,0.327,17
0.964604,0.0353964,0,22.894,4.274,0.153,0.454,13
0.964674,0.0353257,0,22.622,4.161,0.178,0.358,13
0.996883,0.00311651,0,20.773,4.745,0.199,0.398,15
0.978524,0.0214755,0,27.35,6.6,0.222,0.327,11
0.996246,0.00375369,0,24.766,5.495,0.197,0.415,19
0.991814,0.00818556,0,24.654,5.31,0.196,0.345,17
0.991189,0.00881102,0,23.255,5.031,0.2,0.339,15
0.995764,0.00423615,0,20.604,4.667,0.21,0.319,14
0,1,0,596.008,33.586,0.018,0.922,19
0.965305,0.0346954,0,34.686,8.087,0.221,0.359,17
0.9867,0.0133004,0,33.962,8.23,0.224,0.306,19
0.978429,0.0215708,0,30.967,7.108,0.21,0.288,17
0.538575,0.461425,0,30.382,5.334,0.155,0.401,11
0.984798,0.0152016,0,29.55,7.242,0.22,0.317,14
0.998891,0.00110872,0,21.801,5.152,0.211,0.273,20
0.997671,0.0023294,0,20.087,4.649,0.218,0.352,15
0,1,1,273.239,22.13,0.033,0.791,14
0.155566,0.844434,0,44.828,9.004,0.183,0.322,15
0.953452,0.0465482,0,34.37,7.443,0.195,0.279,20
0.0368781,0.963122,0,32.401,4.363,0.103,0.558,7
0.989604,0.0103958,0,28.623,6.475,0.213,0.332,18
0.98241,0.0175904,0,26.784,5.626,0.191,0.334,17
0.994063,0.00593663,0,24.572,5.397,0.186,0.343,18
0.99851,0.00148981,0,24.03,6.421,0.256,0.31,15
0.980228,0.0197721,0,20.981,4.51,0.202,0.369,9
0.00223483,0.997765,0,63.282,11.889,0.157,0.289,23
0.986426,0.0135745,0,46.57,12.73,0.255,0.327,21
0.977768,0.0222318,0,45.944,11.404,0.231,0.288,26
0.997595,0.00240543,0,45.049,11.998,0.25,0.227,30
0.0191841,0.980816,1,42.312,6.168,0.102,0.497,17
0.881449,0.118551,0,38.977,8.72,0.191,0.286,19
0.850579,0.149421,0,34.249,6.491,0.179,0.304,20
0.98255,0.01745,0,32.071,7.21,0.205,0.29,20
0.997434,0.00256557,0,27.773,6.245,0.198,0.305,24
0.99553,0.00447006,0,27.388,6.9,0.231,0.309,16
0.993204,0.00679556,0,23.252,5.607,0.23,0.33,12
0.980676,0.0193245,0,20.266,4.008,0.172,0.398,11
0.908402,0.0915976,0,41.151,9.485,0.21,0.324,20
0.311967,0.688033,0,39.776,7.956,0.184,0.353,13
0.974813,0.0251868,0,28.248,6.406,0.203,0.331,14
0.985129,0.0148706,0,25.977,5.685,0.198,0.38,15
0.889723,0.110277,0,25.464,4.806,0.171,0.335,11
0.926543,0.0734573,1,21.57,3.758,0.149,0.42,10
0.9899,0.0101,0,20.926,4.289,0.183,0.314,14
0.00330963,0.99669,0,59.334,11.064,0.167,0.434,19
0.498627,0.501373,0,59.199,13.518,0.212,0.246,29
0.989472,0.0105285,0,44.13,11.851,0.252,0.275,22
6.02E-05,0.99994,0,43.818,4.656,0.047,0.918,3
0.990044,0.00995558,0,34.565,8.497,0.233,0.284,20
0.992439,0.00756099,0,24.774,5.526,0.204,0.365,16
0.994534,0.00546612,0,23.881,5.766,0.207,0.349,14
0.973786,0.0262145,0,21.365,3.999,0.177,0.411,12
0.982949,0.0170507,0,23.427,5.18,0.189,0.341,12
0.985178,0.0148222,0,22.138,4.609,0.186,0.342,13
0.984237,0.0157627,0,22.137,4.886,0.204,0.427,10
0,1,1,351.572,36.464,0.073,0.506,34
0.450931,0.549069,0,53.309,11.31,0.181,0.277,28
0.452762,0.547238,0,41.712,8.799,0.198,0.321,15
0.992216,0.00778366,0,36.799,9.481,0.244,0.315,20
0.983935,0.0160655,0,35.638,8.631,0.222,0.277,20
0.994571,0.00542927,0,28.235,6.923,0.224,0.334,17
0.946717,0.0532829,0,26.998,5.651,0.195,0.382,12
0.996671,0.00332874,0,25.92,6.424,0.224,0.285,17
0.995999,0.00400062,0,25.278,6.055,0.219,0.285,17
0.987845,0.0121552,0,23.957,5.208,0.194,0.392,14
0.998985,0.00101458,0,23.249,6.085,0.236,0.359,17
0.943425,0.0565753,0,22.667,3.904,0.149,0.402,13
0.990149,0.009851,0,21.511,4.774,0.204,0.322,12
0,1,1,290.94,29.285,0.072,0.653,17
0.836113,0.163887,0,46.337,10.297,0.196,0.299,25
0.904129,0.0958714,0,40.71,9.211,0.198,0.282,21
0.994735,0.00526527,0,40.365,9.797,0.218,0.288,29
0.020858,0.979142,0,38.779,5.976,0.113,0.64,9
0.918314,0.0816861,0,35.074,7.291,0.193,0.277,20
0.907428,0.0925724,0,28.417,5.848,0.185,0.366,12
0.984314,0.0156856,0,26.284,5.843,0.186,0.369,15
0.990358,0.00964204,0,24.582,4.337,0.163,0.299,23
0.918215,0.081785,0,48.987,12.152,0.23,0.275,23
0.990748,0.00925222,0,45.618,12.242,0.244,0.27,24
0.277478,0.722523,0,42.12,8.292,0.149,0.321,17
0.975109,0.0248911,0,34.237,7.778,0.213,0.281,20
0.990841,0.00915945,0,32.67,7.783,0.209,0.257,21
0.602574,0.397426,0,31.706,5.307,0.138,0.511,15
0.998902,0.00109836,0,28.03,7.456,0.243,0.3,20
0.993495,0.00650512,0,27.709,6.568,0.222,0.349,17
0.979948,0.0200522,0,24.105,4.71,0.179,0.318,16
0.983153,0.0168466,0,22.297,4.331,0.174,0.308,15
0.987393,0.0126074,0,20.975,4.523,0.193,0.386,11
0.992942,0.00705766,0,20.646,4.358,0.191,0.351,14
0.942159,0.057841,0,20.377,3.38,0.143,0.378,11
0.968603,0.0313967,0,20.225,3.852,0.158,0.41,10
2.77E-22,1,1,168.762,22.252,0.084,0.575,20
0.978377,0.0216233,0,44.95,11.055,0.231,0.266,26
0.997487,0.0025133,0,40.319,10.901,0.253,0.249,25
0.990803,0.00919698,0,32.426,7.765,0.221,0.281,20
0.961295,0.0387048,0,30.305,6.883,0.205,0.336,14
0.030129,0.969871,0,29.967,3.167,0.058,0.79,7
0.760592,0.239408,0,29.931,5.594,0.173,0.431,12
0.997147,0.00285292,0,29.759,7.355,0.226,0.295,21
0.997999,0.00200128,0,28.909,7.13,0.222,0.291,22
0.945871,0.054129,0,28.184,5.105,0.165,0.334,19
